runtime,l1_error,l2_error,rel_error
5.818596100807189941e+01,2.867357475734712280e-02,1.122341107520406431e-03,5.565397501472878899e-02
3.974861693382263184e+01,5.595768305524930625e-02,3.026349187009865979e-02,1.019203172931467116e-01
4.036869525909423828e+01,4.373623639615829839e-02,3.422238952904651643e-03,1.764133790791016787e-01
4.756551003456115723e+01,2.710251180321655851e-02,8.887865815399863300e-04,1.153211018370873531e-01
8.099604415893554688e+01,2.915451432288635250e-02,1.092940607111158365e-03,1.043345305550385793e-01
3.707090497016906738e+01,2.799576430762781148e-02,1.099125814901823163e-03,1.048763774349063399e-01
5.535954689979553223e+01,4.234389357883601435e-02,2.583728390506303055e-03,1.002381947496102654e-01
4.122830247879028320e+01,2.632483588410131081e-02,9.501579237847174262e-04,4.917239041885368422e-02
4.020958161354064941e+01,3.264750851924314717e-02,1.315244360656957125e-03,2.002850740620785164e-01
3.821427774429321289e+01,3.942552056457238746e-02,3.238193940380202415e-03,1.427185185240277265e-01
