,T,branch,deep_bsde,exact,branch time (seconds),deep_bsde time (seconds)
0,0.05,-0.5187631607055664,-0.5187551178628301,-0.5187412158785353,0.43008899688720703,46.86054253578186
1,0.1,-0.5374514579772949,-0.5374698700451394,-0.5374298453437496,0.38886189460754395,43.9558482170105
2,0.15000000000000002,-0.556087064743042,-0.5559784139701652,-0.5560138905446199,0.3898043632507324,44.89377427101135
3,0.2,-0.5746616840362548,-0.5745808808738776,-0.574442516811659,0.3949308395385742,46.416871547698975
4,0.25,-0.5931737422943115,-0.5928547794770682,-0.5926665999540698,0.42250990867614746,46.619696378707886
5,0.3,-0.6116275310516357,-0.6435794432912507,-0.6106392339492219,0.4155457019805908,48.298149824142456
6,0.35000000000000003,-0.6300322055816651,-0.628587287613421,-0.6283161882953663,0.38259339332580566,47.384679079055786
7,0.4,-0.6484007358551025,-0.645983266862623,-0.6456563062257954,0.3960597515106201,47.845959186553955
8,0.45,-0.6667494297027587,-0.8113613102978618,-0.6626218371700825,0.3960459232330322,49.63154864311218
9,0.5,-0.6850962162017822,-0.6795321550104538,-0.679178699175393,0.4591383934020996,48.320855379104614
10,0.55,-0.7034612655639648,-0.695499855641885,-0.6952966693475654,0.412431001663208,46.25980234146118
11,0.6000000000000001,-0.7218655586242676,-0.2702748759948609,-0.710949502625004,0.3906698226928711,45.36561846733093
12,0.6500000000000001,-0.740330982208252,,-0.7261149812607792,0.3820304870605469,44.86124134063721
13,0.7000000000000001,-0.7588797569274902,,-0.740774899182154,0.38040661811828613,44.8300416469574
14,0.7500000000000001,-0.7775343418121338,-0.43370053099784217,-0.7549149868676284,0.38892221450805664,46.1704535484314
15,0.8,-0.7963171005249023,,-0.7685247834990176,0.384998083114624,46.086570739746094
16,0.8500000000000001,-0.822136116027832,,-0.7815974639023655,0.4030799865722656,45.59215784072876
17,0.9000000000000001,-0.8424764633178711,,-0.7941296281990526,0.3815014362335205,46.0788938999176
18,0.9500000000000001,-0.8631444931030273,,-0.8061210621761401,0.38527536392211914,45.29474997520447
19,1.0,-0.8841670036315918,,-0.8175744761936437,0.38035106658935547,45.3880136013031
20,1.05,-0.8966732978820801,,-0.8284952300245991,0.3830387592315674,45.75158333778381
21,1.1,-0.9077752113342286,,-0.8388910504234148,0.38062357902526855,45.46999502182007
22,1.1500000000000001,-0.9267839431762696,,-0.8487717474909258,0.3898184299468994,45.443015575408936
23,1.2000000000000002,-0.945911979675293,,-0.8581489350995123,0.38287878036499023,45.66202998161316
24,1.2500000000000002,-0.965168571472168,,-0.8670357598021708,0.38222384452819824,45.453229665756226
25,1.3,-0.984562873840332,,-0.8754466418125835,0.38436079025268555,46.09546995162964
26,1.35,-1.0041032791137696,,-0.8833970308388607,0.3868403434753418,45.621448278427124
27,1.4000000000000001,-1.0237991333007812,,-0.8909031788043871,0.38790011405944824,45.05989718437195
28,1.4500000000000002,-1.0436585426330567,,-0.8979819308108696,0.3890514373779297,45.43284773826599
29,1.5000000000000002,-1.0636899948120118,,-0.9046505351008906,0.3855326175689697,45.20467185974121
30,1.55,-1.083902359008789,,-0.9109264722644368,0.38567209243774414,45.50732183456421
31,1.6,-1.1043033599853516,,-0.9168273035060777,0.39153265953063965,45.53174114227295
32,1.6500000000000001,-1.1118815422058106,,-0.9223705374435116,0.389049768447876,45.45764994621277
33,1.7000000000000002,-1.1183874130249023,,-0.9275735146384823,0.38582420349121094,45.68657445907593
34,1.7500000000000002,-1.1368139266967774,,-0.9324533088603709,0.38965606689453125,45.81303668022156
35,1.8,-1.1553040504455567,,-0.9370266439430035,0.38837623596191406,45.623257875442505
36,1.85,-1.1591314315795898,,-0.9413098250079088,0.38809776306152344,45.53503465652466
37,1.9000000000000001,-1.1612069129943847,,-0.9453186827840592,0.3972337245941162,45.864356994628906
38,1.9500000000000002,-1.1773173332214355,,-0.9490685297470565,0.3856029510498047,45.75385642051697
39,2.0,-1.1933631896972656,,-0.9525741268224333,0.3864624500274658,45.50938534736633
